,superhost,instant_book,bedrooms_group,baths_group,guests_group,min_nights,extra_guest_fee_policy,rating_overall,photos_count,num_reviews,nearest_poi_dist_km,district_listing_count,district_superhost_rate,district_operating_rate,district_entire_home_rate,ttm_pop,photos_tier,review_rate,poi_dist_category,room_type_hotel_room,room_type_private_room,room_type_shared_room,nearest_poi_type_name_레포츠,nearest_poi_type_name_문화시설,nearest_poi_type_name_쇼핑,nearest_poi_type_name_숙박,nearest_poi_type_name_여행코스,nearest_poi_type_name_음식점,nearest_poi_type_name_축제공연행사
7290,0,1,5,6,5,1,0,4.14,7,7,0.154,3589,0.3948174979102814,0.8927277793257175,0.5274449707439398,315657,0,0.0614682116133806,0,False,True,False,False,False,True,False,False,False,False
11321,1,0,5,6,5,3,0,5.0,63,3,0.07,3589,0.3948174979102814,0.8927277793257175,0.5274449707439398,315657,3,0.0544316419408211,0,False,False,False,False,False,False,False,False,True,False
18497,0,0,5,6,5,5,0,4.88,10,8,0.091,1754,0.3312428734321551,0.8825541619156214,0.4931584948688711,385503,0,0.2490659947364261,0,False,True,False,False,False,False,False,False,True,False
4737,1,0,5,6,5,1,0,4.9,18,84,0.17,3097,0.3580884727155312,0.853406522441072,0.7936712948014207,863150,1,0.2633146288100228,0,False,False,False,False,True,False,False,False,False,False
13934,1,0,5,6,5,120,0,5.0,41,15,0.334,1754,0.3312428734321551,0.8825541619156214,0.4931584948688711,385503,3,0.0593014289299989,1,False,True,False,False,False,False,True,False,False,False
6114,1,0,5,6,5,2,0,5.0,14,75,0.042,6699,0.4597701149425287,0.8692342140618002,0.7180176145693387,467351,1,0.2807096329039987,0,False,False,False,False,False,False,False,False,True,False
982,1,1,5,6,4,3,0,4.87,13,55,0.343,6699,0.4597701149425287,0.8692342140618002,0.7180176145693387,467351,0,0.1956947155463628,1,False,False,False,False,False,False,False,False,False,False
5405,1,0,5,6,5,1,0,5.0,68,4,0.104,816,0.4877450980392157,0.8884803921568627,0.8100490196078431,373225,3,0.0328110898793282,0,False,True,False,False,True,False,False,False,False,False
4423,0,0,5,6,5,1,0,4.79,18,121,0.306,1034,0.4410058027079304,0.8839458413926499,0.8317214700193424,744624,1,0.5676487119175797,1,False,False,False,False,False,False,True,False,False,False
4860,1,0,5,6,5,1,1,4.96,11,55,0.401,3097,0.3580884727155312,0.853406522441072,0.7936712948014207,863150,0,0.5840501159174885,1,False,False,False,False,False,True,False,False,False,False
9115,0,1,5,6,5,1,0,4.89,23,27,0.202,816,0.4877450980392157,0.8884803921568627,0.8100490196078431,373225,2,0.2760171715802783,0,False,False,False,False,False,True,False,False,False,False
13418,1,0,5,6,5,3,0,4.77,23,69,0.177,6699,0.4597701149425287,0.8692342140618002,0.7180176145693387,467351,2,0.6518658417395764,0,False,True,False,False,False,False,True,False,False,False
7489,0,0,5,6,5,5,0,4.81,26,81,0.26,280,0.3642857142857142,0.9392857142857144,0.6857142857142857,414688,2,0.3539358967296502,0,False,False,False,False,False,False,False,False,False,True
3161,0,0,5,6,5,1,1,4.68,30,73,0.065,3589,0.3948174979102814,0.8927277793257175,0.5274449707439398,315657,2,0.2853067035924933,0,False,False,False,False,False,False,False,False,False,False
5191,1,0,5,6,5,1,0,4.89,11,172,0.004,6699,0.4597701149425287,0.8692342140618002,0.7180176145693387,467351,0,0.577491268541864,0,False,False,False,False,False,True,False,False,False,False
7318,1,0,5,6,5,2,0,4.91,24,53,0.169,1051,0.4081826831588963,0.8943862987630827,0.7136060894386299,516461,2,0.1920707393198857,0,False,False,False,False,False,False,False,False,True,False
14863,1,0,5,6,5,7,0,4.77,38,53,0.036,6699,0.4597701149425287,0.8692342140618002,0.7180176145693387,467351,3,0.2486395184432374,0,False,False,True,False,False,True,False,False,False,False
9366,1,0,5,6,5,0,1,5.0,37,10,0.151,2870,0.3898954703832752,0.8850174216027874,0.7641114982578397,293254,3,0.0598193452185239,0,False,False,False,False,False,False,False,False,False,False
10,1,0,5,6,4,3,0,5.0,60,7,0.053,3589,0.3948174979102814,0.8927277793257175,0.5274449707439398,315657,3,0.0284541277653179,0,False,False,False,False,False,False,True,False,False,False
2701,1,1,5,6,5,1,0,4.79,112,38,0.048,3589,0.3948174979102814,0.8927277793257175,0.5274449707439398,315657,3,0.1767565170744167,0,False,False,False,False,False,False,False,False,True,False
12916,1,1,5,6,5,0,0,4.8,61,10,0.081,3589,0.3948174979102814,0.8927277793257175,0.5274449707439398,315657,3,0.1434411512093358,0,False,False,False,False,False,False,False,False,True,False
1444,1,0,5,6,5,2,0,4.91,27,295,0.235,2870,0.3898954703832752,0.8850174216027874,0.7641114982578397,293254,2,0.8940477606556922,0,False,False,False,False,False,False,False,False,True,False
16900,0,0,5,6,5,6,0,4.63,12,8,0.502,806,0.2679900744416873,0.8945409429280397,0.5124069478908189,379647,0,0.1956947114556088,1,False,True,False,False,True,False,False,False,False,False
3345,1,1,5,6,5,4,0,4.92,56,39,0.206,376,0.3696808510638298,0.922872340425532,0.7207446808510638,422863,3,0.1839058770475756,0,False,False,False,False,False,True,False,False,False,False
15613,0,1,5,6,5,1,0,4.75,33,4,0.328,1051,0.4081826831588963,0.8943862987630827,0.7136060894386299,516461,2,0.0626223082172632,1,False,True,False,False,False,False,True,False,False,False
13135,0,0,5,6,5,0,0,4.86,28,14,0.004,579,0.4559585492227979,0.8877374784110535,0.7892918825561313,353653,2,0.155919365676363,0,False,False,False,False,False,False,False,False,True,False
15332,1,0,5,6,5,4,0,4.89,13,9,0.494,738,0.4715447154471545,0.8915989159891599,0.8143631436314364,546936,0,0.1251651467190717,1,False,False,False,False,False,False,False,False,True,False
19426,0,0,5,6,5,2,0,4.78,18,80,0.048,6699,0.4597701149425287,0.8692342140618002,0.7180176145693387,467351,1,19.925275236544152,0,False,False,False,False,False,True,False,False,False,False
1229,1,0,5,6,4,1,0,4.86,31,93,0.02,3589,0.3948174979102814,0.8927277793257175,0.5274449707439398,315657,2,0.3356976543191378,0,False,False,False,False,False,False,False,False,False,False
12850,1,0,5,6,5,3,0,5.0,19,8,0.153,738,0.4715447154471545,0.8915989159891599,0.8143631436314364,546936,1,0.0707026065337816,0,False,False,False,False,False,False,False,False,False,False
16363,1,0,5,6,5,5,0,0.0,20,2,0.048,632,0.4477848101265823,0.9129746835443038,0.5474683544303798,427001,1,0.0241385550161299,0,False,True,False,False,False,False,False,False,True,False
6111,0,1,5,6,5,2,0,5.0,8,16,0.073,3589,0.3948174979102814,0.8927277793257175,0.5274449707439398,315657,0,0.0909452618033009,0,False,True,False,False,False,False,False,False,True,False
7217,1,0,5,6,5,60,0,4.91,23,11,0.171,6699,0.4597701149425287,0.8692342140618002,0.7180176145693387,467351,2,0.0534343726152027,0,False,False,False,False,True,False,False,False,False,False
323,1,1,5,6,5,4,0,4.98,77,89,0.181,2870,0.3898954703832752,0.8850174216027874,0.7641114982578397,293254,3,0.2825441664707561,0,False,False,False,False,False,False,False,False,False,False
1361,0,0,5,6,5,2,0,4.9,40,21,0.119,1596,0.3840852130325815,0.8771929824561403,0.781328320802005,588202,3,0.0662836940020084,0,False,False,False,False,False,False,True,False,False,False
14820,0,1,5,6,5,2,0,3.4,20,5,0.112,3589,0.3948174979102814,0.8927277793257175,0.5274449707439398,315657,1,0.0684931497466691,0,False,False,False,False,False,True,False,False,False,False
918,1,0,5,6,5,5,0,5.0,104,40,0.103,2870,0.3898954703832752,0.8850174216027874,0.7641114982578397,293254,3,0.1905896357803948,0,False,False,False,False,True,False,False,False,False,False
10677,0,0,5,6,5,1,0,4.32,26,34,0.26,1754,0.3312428734321551,0.8825541619156214,0.4931584948688711,385503,2,0.2739726005320499,0,False,True,False,False,False,False,False,False,False,False
3483,0,1,5,6,5,2,0,4.71,27,94,0.082,2640,0.4166666666666667,0.8897727272727273,0.5238636363636363,302528,2,0.351822739906345,0,False,False,False,False,True,False,False,False,False,False
499,1,0,5,6,5,3,0,4.96,40,300,0.065,3589,0.3948174979102814,0.8927277793257175,0.5274449707439398,315657,3,1.136815774695179,0,False,False,False,False,True,False,False,False,False,False
9697,0,0,5,6,5,1,0,5.0,22,5,0.106,3589,0.3948174979102814,0.8927277793257175,0.5274449707439398,315657,1,0.0406487537852221,0,False,True,False,False,False,False,True,False,False,False
8105,1,0,5,6,5,5,1,4.92,6,12,0.19,2870,0.3898954703832752,0.8850174216027874,0.7641114982578397,293254,0,0.0799920002666933,0,False,False,False,False,False,False,False,False,False,False
10875,0,1,5,6,5,1,0,3.5,15,10,0.044,6699,0.4597701149425287,0.8692342140618002,0.7180176145693387,467351,1,0.0861549057796596,0,False,False,False,False,False,False,True,False,False,False
5050,0,1,5,6,5,3,0,4.73,47,45,0.263,1165,0.3639484978540772,0.9313304721030042,0.7399141630901288,470739,3,0.1709953824748907,0,False,False,False,False,False,True,False,False,False,False
14424,0,1,5,6,5,3,0,5.0,33,3,0.429,376,0.3696808510638298,0.922872340425532,0.7207446808510638,422863,2,0.0428082185672343,1,False,False,False,False,False,False,False,False,False,False
3557,1,0,5,6,5,4,0,4.96,33,91,0.093,2640,0.4166666666666667,0.8897727272727273,0.5238636363636363,302528,2,0.3297818354360302,0,False,False,False,False,False,False,False,False,True,False
15028,1,1,5,6,5,90,0,4.94,25,18,0.086,1754,0.3312428734321551,0.8825541619156214,0.4931584948688711,385503,2,0.1485393617054022,0,False,True,False,False,False,False,False,False,True,False
6616,0,1,5,6,5,14,0,4.5,37,6,0.091,6699,0.4597701149425287,0.8692342140618002,0.7180176145693387,467351,3,0.0358916071311143,0,False,False,False,False,False,False,False,False,True,False
4491,1,0,5,6,5,4,0,4.92,18,39,0.06,6699,0.4597701149425287,0.8692342140618002,0.7180176145693387,467351,1,0.1443909657741911,0,False,False,False,False,False,False,False,False,True,False
1208,1,1,5,6,5,1,0,4.86,16,83,0.051,6699,0.4597701149425287,0.8692342140618002,0.7180176145693387,467351,1,0.2498870984498356,0,False,False,False,False,False,False,True,False,False,False
9153,1,0,5,6,5,0,0,4.89,29,18,0.165,2870,0.3898954703832752,0.8850174216027874,0.7641114982578397,293254,2,0.1336451710758794,0,False,False,False,False,False,False,False,False,False,False
1441,1,1,5,6,5,1,0,4.87,15,186,0.087,3589,0.3948174979102814,0.8927277793257175,0.5274449707439398,315657,1,0.8816419354332752,0,False,False,False,False,False,False,False,False,True,False
5210,1,0,5,6,5,1,0,4.79,23,48,0.245,3097,0.3580884727155312,0.853406522441072,0.7936712948014207,863150,2,0.1847006303497744,0,False,False,False,False,False,False,False,False,True,False
256,1,1,5,6,4,1,0,4.84,38,136,0.032,2870,0.3898954703832752,0.8850174216027874,0.7641114982578397,293254,3,0.5132269122863998,0,False,False,False,False,False,False,True,False,False,False
14168,0,1,5,6,5,7,0,4.8,19,20,0.028,6699,0.4597701149425287,0.8692342140618002,0.7180176145693387,467351,1,0.4348771377500078,0,False,False,False,False,False,False,True,False,False,False
13129,1,1,5,6,5,0,0,5.0,94,31,0.127,1754,0.3312428734321551,0.8825541619156214,0.4931584948688711,385503,3,0.3055090144327484,0,False,True,False,False,False,False,False,False,False,False
288,1,1,5,6,4,3,0,4.96,33,139,0.027,2640,0.4166666666666667,0.8897727272727273,0.5238636363636363,302528,2,0.5743920305196718,0,False,False,False,False,False,False,True,False,False,False
6185,0,1,5,6,5,1,0,4.73,14,11,0.115,1596,0.3840852130325815,0.8771929824561403,0.781328320802005,588202,1,0.1357521888713786,0,False,True,False,False,False,False,True,False,False,False
10610,0,1,5,6,5,3,0,4.48,28,61,0.291,806,0.2679900744416873,0.8945409429280397,0.5124069478908189,379647,2,0.3245112364702155,0,False,False,False,False,False,False,False,False,True,False
6035,0,1,5,6,5,10,0,4.0,31,12,0.025,1596,0.3840852130325815,0.8771929824561403,0.781328320802005,588202,2,0.0493644327230061,0,False,False,False,False,False,True,False,False,False,False
11794,0,1,5,6,5,2,1,4.27,20,22,0.152,2640,0.4166666666666667,0.8897727272727273,0.5238636363636363,302528,1,0.1428293180365557,0,False,True,False,False,False,True,False,False,False,False
6264,1,1,5,6,5,1,0,4.89,27,37,0.17,1051,0.4081826831588963,0.8943862987630827,0.7136060894386299,516461,2,0.1968346844163602,0,False,True,False,False,False,False,False,False,True,False
1246,1,1,5,6,5,1,0,4.73,15,45,0.071,3589,0.3948174979102814,0.8927277793257175,0.5274449707439398,315657,1,0.1743814296394899,0,False,False,False,False,False,True,False,False,False,False
9135,0,0,5,6,4,0,0,4.85,75,33,0.089,6699,0.4597701149425287,0.8692342140618002,0.7180176145693387,467351,3,0.349077057713259,0,False,False,False,False,False,False,False,False,True,False
2730,1,1,5,6,4,3,0,4.86,30,43,0.022,280,0.3642857142857142,0.9392857142857144,0.6857142857142857,414688,2,0.1979970061102935,0,False,False,False,False,False,False,True,False,False,False
